Cores,Size (B),Time (ns),Inst,Cycle,Cache Ref,Cache Miss
8,2097152,0.897677,0.625019,3.18191,1.23954e-5,1.41576e-6
8,3145728,0.900005,0.625013,3.19119,1.98734e-5,3.13294e-6
8,4194304,0.902597,0.62501,3.20398,4.00085e-5,5.37431e-6
8,5242880,0.905538,0.625008,3.21008,5.35993e-5,9.75463e-6
8,6291456,0.899163,0.625007,3.19478,6.59016e-5,1.47268e-5
8,7340032,0.872422,0.625006,3.06432,8.08579e-5,1.58302e-5
8,8388608,0.865649,0.625005,2.95881,7.86351e-5,1.79651e-5
8,10485760,0.865668,0.625004,2.88346,9.72244e-5,1.95907e-5
8,12582912,0.912858,0.625004,2.84011,0.000104675,1.97758e-5
8,14680064,0.897351,0.625003,3.17747,0.000129965,2.17875e-5
8,16777216,0.899085,0.625003,3.18307,0.000137998,2.23471e-5
8,33554432,0.933675,0.625002,3.2706,0.000222604,5.35333e-5
8,67108864,0.916345,0.625001,3.20315,0.000256828,6.81826e-5
8,134217728,0.878449,0.625001,3.08433,0.000278524,5.32476e-5
